Average_Score
6.798407211351326
5.742703242784509
7.06364700533021
7.06364700533021
4.004542874831488
6.7316783725556375
7.06364700533021
7.290579014926137
4.806570199968586
6.856666914552859
7.620634755325443
3.940695413894694
7.620634755325443
6.045825828298824
7.936597826233925
5.958395943701968
5.832583306543563
7.06364700533021
