Average_Score
6.856666914552859
6.550184671364329
3.9032982449835307
5.333109389543126
6.856666914552859
6.045825828298824
4.806570199968586
6.079353040540752
6.385632802206335
7.06364700533021
6.385632802206335
4.004542874831488
5.713338372962317
5.832583306543563
5.156027093083917
4.923828810938522
5.832583306543563
6.186289392969946
6.385632802206335
6.222222222222222
3.8798076038502898
6.550184671364329
5.492738623765771
4.189876994050764
5.331354647228035
5.832583306543563
6.550184671364329
